restaurant_id,category_name,product_id,name,price,image
4,Dim Sum,d4,Fortune Cookies,21.45,url3
4,Dim Sum,d5,Fried Rice,9.11,url56
4,Noodles,n1,Lo Mein,20.78,url93
4,Noodles,n2,Lo Mein,19.61,url31
4,Noodles,n3,Lo Mein,16.38,url55
4,Noodles,n4,Dumplings,21.55,url91
4,Rice Dishes,r1,Sweet & Sour Chicken,21.74,url21
4,Rice Dishes,r2,Fried Rice,20.03,url52
4,Rice Dishes,r3,Fried Rice,5.22,url38
4,Rice Dishes,r4,Sweet & Sour Chicken,11.9,url81
4,Desserts,d1,Dumplings,17.91,url45
4,Desserts,d2,Dumplings,10.51,url69
4,Desserts,d3,Fried Rice,11.09,url21
4,Desserts,d4,Fried Rice,14.14,url84
5,Starters,s1,Biryani,18.02,url9
5,Starters,s2,Samosas,23.98,url31
5,Starters,s3,Naan,15.23,url88
5,Curries,c1,Naan,19.88,url91
5,Curries,c2,Naan,10.31,url25
5,Curries,c3,Gulab Jamun,24.89,url28
5,Breads,b1,Butter Chicken,17.1,url29
5,Breads,b2,Samosas,12.98,url12
5,Breads,b3,Gulab Jamun,24.43,url28
5,Breads,b4,Butter Chicken,24.45,url35
5,Desserts,d1,Gulab Jamun,6.26,url18
5,Desserts,d2,Paneer Tikka,10.82,url83
5,Desserts,d3,Naan,5.14,url100
5,Desserts,d4,Naan,15.79,url11
5,Desserts,d5,Samosas,18.91,url9
6,Sushi,s1,Tempura,22.87,url15
6,Sushi,s2,Mochi,17.74,url17
6,Sushi,s3,Ramen,22.58,url94
6,Sushi,s4,California Roll,22.8,url96
6,Sushi,s5,Teriyaki,19.36,url87
6,Sashimi,s1,Tempura,14.65,url70
6,Sashimi,s2,Tempura,20.33,url70
6,Sashimi,s3,Teriyaki,7.43,url68
6,Noodles,n1,Ramen,12.36,url3
6,Noodles,n2,Ramen,7.21,url42
6,Noodles,n3,Teriyaki,9.2,url93
6,Desserts,d1,California Roll,24.15,url39
6,Desserts,d2,Ramen,21.68,url41
6,Desserts,d3,Teriyaki,6.75,url81
6,Desserts,d4,Teriyaki,8.8,url30
7,Starters,s1,Spring Rolls,24.74,url94
7,Starters,s2,Mango Sticky Rice,12.94,url31
7,Starters,s3,Green Curry,19.47,url23
7,Starters,s4,Mango Sticky Rice,6.01,url94
7,Starters,s5,Spring Rolls,18.08,url56
7,Curries,c1,Pad Thai,16.24,url96
7,Curries,c2,Spring Rolls,13.41,url18
7,Curries,c3,Spring Rolls,22.3,url51
7,Curries,c4,Mango Sticky Rice,9.45,url3
7,Curries,c5,Pad Thai,12.1,url75
7,Noodles,n1,Green Curry,19.24,url54
7,Noodles,n2,Green Curry,13.38,url59
7,Noodles,n3,Pad Thai,15.64,url54
7,Noodles,n4,Pad Thai,6.03,url13
7,Desserts,d1,Spring Rolls,14.6,url12
7,Desserts,d2,Pad Thai,10.44,url47
7,Desserts,d3,Mango Sticky Rice,16.26,url8
7,Desserts,d4,Pad Thai,22.67,url82
8,Entrées,e1,Baguette,21.48,url49
8,Entrées,e2,Baguette,9.38,url30
8,Entrées,e3,Crème Brûlée,13.74,url87
8,Entrées,e4,Baguette,14.37,url75
8,Entrées,e5,Camembert,12.9,url78
8,Plats Principaux,p1,Coq au Vin,20.28,url22
8,Plats Principaux,p2,Coq au Vin,17.06,url16
8,Plats Principaux,p3,Camembert,19.55,url76
8,Fromages,f1,Coq au Vin,7.99,url70
8,Fromages,f2,Escargot,24.59,url43
8,Fromages,f3,Crème Brûlée,16.53,url39
8,Fromages,f4,Crème Brûlée,15.23,url79
8,Desserts,d1,Ratatouille,11.44,url35
8,Desserts,d2,Baguette,22.33,url61
8,Desserts,d3,Baguette,19.14,url32
8,Desserts,d4,Crème Brûlée,10.45,url67
8,Desserts,d5,Ratatouille,8.99,url51
9,Appetizers,a1,Apple Pie,14.83,url75
9,Appetizers,a2,Apple Pie,9.58,url66
9,Appetizers,a3,Fried Chicken,8.46,url51
9,Appetizers,a4,Cobb Salad,9.09,url96
9,Appetizers,a5,Wings,7.15,url48
9,Burgers,b1,Fried Chicken,17.1,url38
9,Burgers,b2,Apple Pie,16.77,url37
9,Burgers,b3,Fried Chicken,7.79,url86
9,Burgers,b4,Cobb Salad,6.44,url46
9,Hot Dogs,h1,Wings,17.69,url87
9,Hot Dogs,h2,Fried Chicken,16.78,url23
9,Hot Dogs,h3,Fried Chicken,23.45,url9
9,Hot Dogs,h4,Chili Dog,10.81,url33
9,Hot Dogs,h5,Cobb Salad,21.47,url46
9,Desserts,d1,Chili Dog,11.53,url87
9,Desserts,d2,Apple Pie,20.21,url86
9,Desserts,d3,Wings,5.4,url68
10,Appetizers,a1,Moussaka,18.24,url25
10,Appetizers,a2,Gyros,11.66,url21
10,Appetizers,a3,Souvlaki,20.17,url64
10,Salads,s1,Tzatziki,6.67,url74
10,Salads,s2,Baklava,17.82,url12
10,Salads,s3,Souvlaki,10.83,url57
10,Salads,s4,Tzatziki,6.35,url73
10,Salads,s5,Gyros,17.54,url15
10,Mains,m1,Gyros,5.48,url58
10,Mains,m2,Gyros,18.57,url72
10,Mains,m3,Greek Salad,23.41,url85
10,Mains,m4,Souvlaki,5.58,url59
10,Desserts,d1,Souvlaki,11.95,url58
10,Desserts,d2,Souvlaki,7.92,url3
10,Desserts,d3,Souvlaki,19.53,url17
11,Starters,s1,Che,13.35,url30
11,Starters,s2,Spring Rolls,20.93,url29
11,Starters,s3,Spring Rolls,20.55,url16
11,Starters,s4,Lemongrass Chicken,17.32,url89
11,Noodle Soups,n1,Bun Thit Nuong,7.95,url61
11,Noodle Soups,n2,Che,19.69,url15
11,Noodle Soups,n3,Spring Rolls,6.76,url69
11,Noodle Soups,n4,Pho,17.05,url91
11,Rice Dishes,r1,Che,23.75,url17
11,Rice Dishes,r2,Spring Rolls,15.28,url26
11,Rice Dishes,r3,Bun Thit Nuong,7.59,url100
11,Rice Dishes,r4,Pho,11.61,url25
11,Desserts,d1,Banh Mi,14.71,url18
11,Desserts,d2,Bun Thit Nuong,15.53,url64
11,Desserts,d3,Bun Thit Nuong,12.15,url40
12,Tapas,t1,Churros,8.67,url80
12,Tapas,t2,Paella,12.12,url84
12,Tapas,t3,Gambas al Ajillo,15.57,url26
12,Tapas,t4,Gambas al Ajillo,8.91,url37
12,Mains,m1,Paella,6.92,url94
12,Mains,m2,Gambas al Ajillo,14.93,url92
12,Mains,m3,Tortilla Española,13.58,url48
12,Seafood,s1,Churros,7.01,url56
12,Seafood,s2,Patatas Bravas,9.64,url74
12,Seafood,s3,Tortilla Española,22.21,url34
12,Seafood,s4,Churros,19.15,url44
12,Desserts,d1,Tortilla Española,13.52,url72
12,Desserts,d2,Gambas al Ajillo,7.79,url26
12,Desserts,d3,Tortilla Española,7.54,url84
12,Desserts,d4,Sangria,21.41,url3
12,Desserts,d5,Churros,11.53,url56
13,Antipasti,a1,Bruschetta,9.91,url91
13,Antipasti,a2,Tiramisu,15.16,url66
13,Antipasti,a3,Ravioli,23.27,url4
13,Primi,p1,Spaghetti,17.18,url89
13,Primi,p2,Margherita Pizza,22.15,url99
13,Primi,p3,Tiramisu,21.9,url44
13,Primi,p4,Lasagna,14.02,url22
13,Primi,p5,Lasagna,22.35,url64
13,Secondi,s1,Spaghetti,24.63,url47
13,Secondi,s2,Bruschetta,10.68,url65
13,Secondi,s3,Tiramisu,10.17,url68
13,Dolci,d1,Margherita Pizza,22.39,url88
13,Dolci,d2,Spaghetti,13.2,url6
13,Dolci,d3,Tiramisu,18.72,url86
13,Dolci,d4,Tiramisu,6.63,url21
13,Dolci,d5,Bruschetta,19.24,url8
14,Mezze,m1,Greek Salad,20.88,url75
14,Mezze,m2,Hummus,20.64,url19
14,Mezze,m3,Baklava,20.53,url47
14,Mezze,m4,Grilled Octopus,23.91,url93
14,Seafood,s1,Falafel,17.1,url82
14,Seafood,s2,Falafel,13.74,url79
14,Seafood,s3,Falafel,23.37,url88
14,Seafood,s4,Greek Salad,7.45,url45
14,Grill,g1,Baklava,7.74,url35
14,Grill,g2,Lamb Kebab,5.2,url82
14,Grill,g3,Falafel,23.48,url50
14,Grill,g4,Greek Salad,24.09,url12
14,Grill,g5,Lamb Kebab,17.25,url52
14,Desserts,d1,Hummus,14.28,url67
14,Desserts,d2,Falafel,7.1,url65
14,Desserts,d3,Baklava,11.18,url56
15,Starters,s1,Chicken Taco,18.2,url23
15,Starters,s2,Churros,8.9,url74
15,Starters,s3,Nachos,23.58,url54
15,Tacos,t1,Nachos,22.17,url77
15,Tacos,t2,Churros,13.42,url93
15,Tacos,t3,Quesadilla,20.29,url17
15,Mains,m1,Nachos,20.21,url82
15,Mains,m2,Burrito,17.18,url65
15,Mains,m3,Quesadilla,12.93,url99
15,Mains,m4,Nachos,16.22,url14
15,Mains,m5,Nachos,20.96,url11
15,Desserts,d1,Churros,10.44,url32
15,Desserts,d2,Chicken Taco,7.57,url43
15,Desserts,d3,Burrito,11.75,url23
16,Dim Sum,d1,Fortune Cookies,24.96,url22
16,Dim Sum,d2,Dumplings,19.58,url49
16,Dim Sum,d3,Lo Mein,7.39,url16
16,Noodles,n1,Dumplings,24.57,url46
16,Noodles,n2,Sweet & Sour Chicken,22.24,url11
16,Noodles,n3,Lo Mein,22.51,url94
16,Rice Dishes,r1,Sweet & Sour Chicken,16.76,url93
16,Rice Dishes,r2,Fortune Cookies,18.0,url65
16,Rice Dishes,r3,Sweet & Sour Chicken,11.92,url58
16,Rice Dishes,r4,Fortune Cookies,11.32,url46
16,Desserts,d1,Sweet & Sour Chicken,14.08,url9
16,Desserts,d2,Fried Rice,13.99,url47
16,Desserts,d3,Lo Mein,24.7,url74
16,Desserts,d4,Fried Rice,11.73,url94
17,Starters,s1,Paneer Tikka,10.38,url31
17,Starters,s2,Naan,17.17,url8
17,Starters,s3,Butter Chicken,19.35,url57
17,Starters,s4,Naan,20.28,url17
17,Starters,s5,Biryani,19.5,url1
17,Curries,c1,Paneer Tikka,14.43,url55
17,Curries,c2,Paneer Tikka,22.05,url62
17,Curries,c3,Samosas,21.74,url83
17,Curries,c4,Paneer Tikka,21.14,url72
17,Curries,c5,Samosas,18.19,url60
17,Breads,b1,Samosas,19.13,url34
17,Breads,b2,Paneer Tikka,15.64,url41
17,Breads,b3,Paneer Tikka,8.67,url25
17,Desserts,d1,Paneer Tikka,8.65,url25
17,Desserts,d2,Paneer Tikka,21.09,url40
17,Desserts,d3,Biryani,9.25,url42
17,Desserts,d4,Naan,15.28,url90
18,Sushi,s1,Tempura,18.36,url21
18,Sushi,s2,California Roll,24.81,url67
18,Sushi,s3,Salmon Sashimi,15.1,url72
18,Sashimi,s1,Teriyaki,16.06,url91
18,Sashimi,s2,Mochi,17.8,url18
18,Sashimi,s3,Salmon Sashimi,18.33,url51
18,Noodles,n1,Mochi,19.61,url65
18,Noodles,n2,Mochi,5.98,url54
18,Noodles,n3,California Roll,8.1,url100
18,Noodles,n4,Mochi,20.4,url55
18,Noodles,n5,California Roll,12.26,url19
18,Desserts,d1,Teriyaki,16.33,url98
18,Desserts,d2,Tempura,9.19,url88
18,Desserts,d3,Ramen,9.37,url82
19,Starters,s1,Mango Sticky Rice,19.89,url78
19,Starters,s2,Tom Yum Soup,23.97,url4
19,Starters,s3,Spring Rolls,18.03,url73
19,Curries,c1,Spring Rolls,5.15,url16
19,Curries,c2,Spring Rolls,18.46,url11
19,Curries,c3,Green Curry,19.03,url39
19,Curries,c4,Pad Thai,22.41,url15
19,Curries,c5,Mango Sticky Rice,19.11,url35
19,Noodles,n1,Tom Yum Soup,24.13,url80
19,Noodles,n2,Mango Sticky Rice,22.71,url73
19,Noodles,n3,Tom Yum Soup,16.3,url17
19,Noodles,n4,Mango Sticky Rice,20.36,url42
19,Desserts,d1,Tom Yum Soup,14.03,url66
19,Desserts,d2,Spring Rolls,20.07,url86
19,Desserts,d3,Mango Sticky Rice,19.44,url54
19,Desserts,d4,Green Curry,19.23,url51
20,Entrées,e1,Camembert,23.53,url10
20,Entrées,e2,Camembert,9.45,url86
20,Entrées,e3,Baguette,23.64,url77
20,Plats Principaux,p1,Ratatouille,22.96,url53
20,Plats Principaux,p2,Baguette,6.12,url27
20,Plats Principaux,p3,Escargot,12.62,url7
20,Plats Principaux,p4,Camembert,13.91,url4
20,Plats Principaux,p5,Crème Brûlée,22.22,url5
20,Fromages,f1,Crème Brûlée,9.29,url13
20,Fromages,f2,Crème Brûlée,21.23,url81
20,Fromages,f3,Baguette,8.74,url21
20,Fromages,f4,Baguette,7.54,url99
20,Fromages,f5,Coq au Vin,10.18,url42
20,Desserts,d1,Baguette,9.49,url65
20,Desserts,d2,Escargot,13.2,url24
20,Desserts,d3,Coq au Vin,24.51,url82
20,Desserts,d4,Coq au Vin,15.84,url14
20,Desserts,d5,Escargot,14.93,url74
21,Appetizers,a1,Cheeseburger,23.3,url92
21,Appetizers,a2,Apple Pie,20.96,url41
21,Appetizers,a3,Fried Chicken,5.97,url89
21,Burgers,b1,Chili Dog,13.53,url77
21,Burgers,b2,Cobb Salad,16.88,url83
21,Burgers,b3,Cheeseburger,21.5,url94
21,Burgers,b4,Apple Pie,5.83,url6
21,Burgers,b5,Cheeseburger,23.29,url47
21,Hot Dogs,h1,Cobb Salad,18.35,url64
21,Hot Dogs,h2,Cobb Salad,10.05,url87
21,Hot Dogs,h3,Wings,15.12,url76
21,Desserts,d1,Chili Dog,8.89,url7
21,Desserts,d2,Cobb Salad,14.35,url3
21,Desserts,d3,Fried Chicken,19.2,url15
21,Desserts,d4,Cheeseburger,15.5,url25
21,Desserts,d5,Fried Chicken,20.1,url91
22,Appetizers,a1,Greek Salad,16.92,url5
22,Appetizers,a2,Tzatziki,9.43,url71
22,Appetizers,a3,Moussaka,15.53,url45
22,Appetizers,a4,Moussaka,5.97,url43
22,Salads,s1,Souvlaki,14.01,url28
22,Salads,s2,Greek Salad,21.64,url60
22,Salads,s3,Souvlaki,19.72,url18
22,Mains,m1,Souvlaki,11.39,url68
22,Mains,m2,Tzatziki,16.59,url34
22,Mains,m3,Moussaka,20.56,url13
22,Mains,m4,Tzatziki,7.58,url1
22,Desserts,d1,Greek Salad,16.73,url4
22,Desserts,d2,Gyros,19.02,url93
22,Desserts,d3,Tzatziki,9.44,url87
22,Desserts,d4,Baklava,5.76,url34
23,Starters,s1,Che,18.72,url96
23,Starters,s2,Che,11.55,url45
23,Starters,s3,Spring Rolls,21.63,url59
23,Starters,s4,Spring Rolls,24.87,url97
23,Starters,s5,Banh Mi,21.31,url42
23,Noodle Soups,n1,Che,22.99,url81
23,Noodle Soups,n2,Bun Thit Nuong,5.73,url64
23,Noodle Soups,n3,Banh Mi,20.09,url21
23,Rice Dishes,r1,Che,22.2,url87
23,Rice Dishes,r2,Che,8.4,url41
23,Rice Dishes,r3,Pho,22.42,url91
23,Rice Dishes,r4,Bun Thit Nuong,8.19,url21
23,Rice Dishes,r5,Banh Mi,7.94,url12
23,Desserts,d1,Che,24.51,url51
23,Desserts,d2,Pho,8.58,url27
23,Desserts,d3,Spring Rolls,15.73,url29
23,Desserts,d4,Pho,14.05,url68
23,Desserts,d5,Spring Rolls,20.94,url98
24,Tapas,t1,Tortilla Española,11.03,url83
24,Tapas,t2,Tortilla Española,10.51,url82
24,Tapas,t3,Churros,6.71,url25
24,Tapas,t4,Sangria,6.56,url7
24,Tapas,t5,Paella,17.89,url63
24,Mains,m1,Patatas Bravas,17.59,url32
24,Mains,m2,Gambas al Ajillo,15.34,url60
24,Mains,m3,Paella,8.17,url93
24,Mains,m4,Churros,22.83,url65
24,Mains,m5,Paella,11.7,url36
24,Seafood,s1,Churros,23.71,url53
24,Seafood,s2,Sangria,14.86,url33
24,Seafood,s3,Sangria,15.32,url44
24,Desserts,d1,Patatas Bravas,15.63,url57
24,Desserts,d2,Patatas Bravas,10.14,url64
24,Desserts,d3,Tortilla Española,20.68,url44
25,Antipasti,a1,Margherita Pizza,23.78,url4
25,Antipasti,a2,Lasagna,17.12,url3
25,Antipasti,a3,Lasagna,21.96,url96
25,Primi,p1,Tiramisu,23.79,url87
25,Primi,p2,Spaghetti,6.38,url56
25,Primi,p3,Bruschetta,21.78,url44
25,Secondi,s1,Lasagna,21.47,url39
25,Secondi,s2,Spaghetti,17.47,url67
25,Secondi,s3,Bruschetta,17.73,url48
25,Dolci,d1,Tiramisu,9.46,url54
25,Dolci,d2,Spaghetti,14.65,url58
25,Dolci,d3,Bruschetta,16.24,url74
26,Mezze,m1,Falafel,22.97,url70
26,Mezze,m2,Lamb Kebab,18.25,url46
26,Mezze,m3,Lamb Kebab,10.0,url95
26,Mezze,m4,Baklava,8.23,url47
26,Mezze,m5,Hummus,23.75,url56
26,Seafood,s1,Greek Salad,6.63,url15
26,Seafood,s2,Hummus,9.0,url52
26,Seafood,s3,Baklava,14.55,url6
26,Seafood,s4,Hummus,15.94,url63
26,Seafood,s5,Grilled Octopus,17.63,url29
26,Grill,g1,Grilled Octopus,14.06,url22
26,Grill,g2,Hummus,5.71,url75
26,Grill,g3,Baklava,6.36,url7
26,Grill,g4,Grilled Octopus,20.73,url10
26,Grill,g5,Greek Salad,10.76,url57
26,Desserts,d1,Baklava,10.78,url22
26,Desserts,d2,Falafel,12.32,url78
26,Desserts,d3,Baklava,7.23,url51
27,Starters,s1,Chicken Taco,21.15,url60
27,Starters,s2,Churros,12.66,url100
27,Starters,s3,Churros,23.97,url25
27,Starters,s4,Burrito,8.32,url75
27,Starters,s5,Fajitas,17.2,url2
27,Tacos,t1,Quesadilla,24.76,url7
27,Tacos,t2,Chicken Taco,9.91,url11
27,Tacos,t3,Burrito,14.32,url5
27,Tacos,t4,Nachos,18.28,url63
27,Mains,m1,Fajitas,13.68,url58
27,Mains,m2,Nachos,7.77,url89
27,Mains,m3,Quesadilla,16.18,url41
27,Desserts,d1,Burrito,12.54,url60
27,Desserts,d2,Churros,20.18,url3
27,Desserts,d3,Fajitas,16.93,url67
27,Desserts,d4,Churros,17.64,url92
28,Dim Sum,d1,Dumplings,15.79,url92
28,Dim Sum,d2,Fortune Cookies,20.45,url54
28,Dim Sum,d3,Fried Rice,9.7,url23
28,Noodles,n1,Lo Mein,13.28,url35
28,Noodles,n2,Dumplings,8.14,url100
28,Noodles,n3,Fortune Cookies,24.83,url38
28,Rice Dishes,r1,Sweet & Sour Chicken,14.3,url59
28,Rice Dishes,r2,Sweet & Sour Chicken,12.6,url62
28,Rice Dishes,r3,Lo Mein,19.97,url7
28,Desserts,d1,Sweet & Sour Chicken,13.36,url69
28,Desserts,d2,Sweet & Sour Chicken,6.3,url58
28,Desserts,d3,Dumplings,5.23,url10
29,Starters,s1,Paneer Tikka,19.56,url14
29,Starters,s2,Naan,20.54,url28
29,Starters,s3,Samosas,12.0,url69
29,Starters,s4,Naan,11.31,url73
29,Curries,c1,Biryani,7.03,url53
29,Curries,c2,Butter Chicken,8.61,url93
29,Curries,c3,Samosas,15.99,url52
29,Curries,c4,Gulab Jamun,11.39,url39
29,Breads,b1,Samosas,12.72,url33
29,Breads,b2,Samosas,15.01,url68
29,Breads,b3,Paneer Tikka,16.47,url97
29,Breads,b4,Gulab Jamun,12.63,url87
29,Desserts,d1,Gulab Jamun,8.9,url54
29,Desserts,d2,Samosas,10.99,url17
29,Desserts,d3,Samosas,5.23,url78
30,Sushi,s1,Teriyaki,22.22,url55
30,Sushi,s2,Teriyaki,11.38,url16
30,Sushi,s3,Mochi,10.95,url17
30,Sushi,s4,Ramen,14.22,url14
30,Sushi,s5,Mochi,10.34,url61
30,Sashimi,s1,Salmon Sashimi,16.16,url91
30,Sashimi,s2,Salmon Sashimi,13.39,url57
30,Sashimi,s3,Salmon Sashimi,20.86,url49
30,Sashimi,s4,California Roll,5.19,url33
30,Sashimi,s5,Tempura,16.51,url10
30,Noodles,n1,Teriyaki,11.97,url5
30,Noodles,n2,Ramen,7.11,url3
30,Noodles,n3,Ramen,17.49,url17
30,Noodles,n4,Teriyaki,24.32,url39
30,Noodles,n5,Ramen,24.01,url60
30,Desserts,d1,Ramen,9.01,url64
30,Desserts,d2,Tempura,14.2,url39
30,Desserts,d3,Salmon Sashimi,13.14,url82
30,Desserts,d4,Teriyaki,11.01,url58
30,Desserts,d5,California Roll,21.35,url18
31,Starters,s1,Mango Sticky Rice,17.73,url60
31,Starters,s2,Spring Rolls,17.26,url78
31,Starters,s3,Spring Rolls,10.55,url26
31,Starters,s4,Green Curry,11.61,url17
31,Curries,c1,Pad Thai,16.88,url77
31,Curries,c2,Mango Sticky Rice,7.46,url26
31,Curries,c3,Green Curry,12.8,url18
31,Curries,c4,Spring Rolls,12.14,url26
31,Curries,c5,Green Curry,5.49,url3
31,Noodles,n1,Tom Yum Soup,10.34,url73
31,Noodles,n2,Green Curry,12.67,url47
31,Noodles,n3,Green Curry,9.09,url12
31,Desserts,d1,Mango Sticky Rice,11.93,url46
31,Desserts,d2,Green Curry,10.84,url9
31,Desserts,d3,Mango Sticky Rice,16.79,url57
31,Desserts,d4,Mango Sticky Rice,10.84,url17
32,Entrées,e1,Camembert,18.87,url28
32,Entrées,e2,Camembert,6.42,url99
32,Entrées,e3,Camembert,18.35,url40
32,Plats Principaux,p1,Baguette,19.94,url78
32,Plats Principaux,p2,Coq au Vin,21.4,url36
32,Plats Principaux,p3,Baguette,22.61,url79
32,Fromages,f1,Crème Brûlée,12.7,url23
32,Fromages,f2,Escargot,19.76,url37
32,Fromages,f3,Crème Brûlée,19.28,url62
32,Fromages,f4,Ratatouille,8.85,url21
32,Desserts,d1,Escargot,21.16,url93
32,Desserts,d2,Ratatouille,7.57,url3
32,Desserts,d3,Escargot,18.82,url95
33,Appetizers,a1,Wings,11.2,url83
33,Appetizers,a2,Fried Chicken,22.95,url11
33,Appetizers,a3,Cheeseburger,20.94,url53
33,Appetizers,a4,Fried Chicken,8.45,url48
33,Appetizers,a5,Chili Dog,19.76,url68
33,Burgers,b1,Wings,12.26,url54
33,Burgers,b2,Fried Chicken,14.33,url35
33,Burgers,b3,Wings,13.82,url66
33,Hot Dogs,h1,Chili Dog,24.04,url12
33,Hot Dogs,h2,Wings,20.28,url36
33,Hot Dogs,h3,Cobb Salad,9.27,url9
33,Hot Dogs,h4,Fried Chicken,10.85,url60
33,Hot Dogs,h5,Cheeseburger,11.96,url50
33,Desserts,d1,Wings,14.26,url58
33,Desserts,d2,Chili Dog,17.49,url82
33,Desserts,d3,Apple Pie,14.27,url52
34,Appetizers,a1,Souvlaki,12.87,url62
34,Appetizers,a2,Greek Salad,8.9,url84
34,Appetizers,a3,Souvlaki,14.14,url73
34,Salads,s1,Tzatziki,5.6,url48
34,Salads,s2,Baklava,20.56,url79
34,Salads,s3,Souvlaki,22.73,url39
34,Salads,s4,Baklava,17.41,url77
34,Salads,s5,Moussaka,5.6,url14
34,Mains,m1,Tzatziki,15.18,url87
34,Mains,m2,Moussaka,8.12,url37
34,Mains,m3,Baklava,13.43,url54
34,Mains,m4,Tzatziki,6.15,url7
34,Desserts,d1,Moussaka,13.06,url100
34,Desserts,d2,Gyros,15.17,url76
34,Desserts,d3,Tzatziki,9.34,url85
34,Desserts,d4,Greek Salad,8.15,url4
35,Starters,s1,Che,9.47,url45
35,Starters,s2,Bun Thit Nuong,14.99,url28
35,Starters,s3,Lemongrass Chicken,22.6,url37
35,Starters,s4,Pho,16.38,url90
35,Starters,s5,Pho,10.12,url27
35,Noodle Soups,n1,Banh Mi,16.22,url10
35,Noodle Soups,n2,Spring Rolls,19.23,url23
35,Noodle Soups,n3,Che,6.6,url7
35,Rice Dishes,r1,Lemongrass Chicken,10.19,url70
35,Rice Dishes,r2,Banh Mi,19.51,url10
35,Rice Dishes,r3,Bun Thit Nuong,9.47,url67
35,Rice Dishes,r4,Banh Mi,21.21,url42
35,Desserts,d1,Che,8.89,url92
35,Desserts,d2,Che,5.47,url79
35,Desserts,d3,Pho,9.45,url88
36,Tapas,t1,Sangria,9.63,url5
36,Tapas,t2,Patatas Bravas,8.27,url55
36,Tapas,t3,Patatas Bravas,7.32,url13
36,Tapas,t4,Sangria,9.53,url9
36,Mains,m1,Gambas al Ajillo,8.85,url80
36,Mains,m2,Patatas Bravas,24.77,url38
36,Mains,m3,Sangria,14.65,url79
36,Mains,m4,Paella,13.27,url31
36,Seafood,s1,Patatas Bravas,14.16,url64
36,Seafood,s2,Paella,21.96,url91
36,Seafood,s3,Gambas al Ajillo,23.69,url22
36,Desserts,d1,Sangria,24.78,url55
36,Desserts,d2,Patatas Bravas,5.79,url32
36,Desserts,d3,Churros,14.31,url24
36,Desserts,d4,Churros,18.4,url89
36,Desserts,d5,Sangria,10.41,url78
37,Antipasti,a1,Lasagna,8.77,url54
37,Antipasti,a2,Lasagna,6.09,url56
37,Antipasti,a3,Bruschetta,8.02,url100
37,Primi,p1,Spaghetti,22.5,url6
37,Primi,p2,Ravioli,15.45,url76
37,Primi,p3,Lasagna,11.77,url80
37,Primi,p4,Spaghetti,20.73,url59
37,Primi,p5,Spaghetti,14.16,url69
37,Secondi,s1,Margherita Pizza,10.45,url48
37,Secondi,s2,Margherita Pizza,6.4,url14
37,Secondi,s3,Ravioli,17.9,url73
37,Dolci,d1,Spaghetti,16.38,url89
37,Dolci,d2,Bruschetta,23.96,url38
37,Dolci,d3,Spaghetti,6.44,url43
38,Mezze,m1,Falafel,7.95,url63
